trial,date,treatment,location,duration
pink05,27/09/2018,control,location4,0.332
pink05,27/09/2018,control,location4,0.398
pink05,27/09/2018,control,location4,14.987
pink05,27/09/2018,control,location4,0.571
pink05,27/09/2018,control,location4,47.093
pink05,27/09/2018,control,location4,15.064
pink05,27/09/2018,control,location4,7.248
pink05,27/09/2018,control,location4,14.757
pink05,27/09/2018,control,location4,18.524
pink05,27/09/2018,control,location4,4.814
pink05,27/09/2018,control,location4,7.496
pink05,27/09/2018,control,location4,5.024
pink05,27/09/2018,control,location4,0.379
pink05,27/09/2018,control,location4,10.845
pink05,27/09/2018,control,location4,50.772
pink05,27/09/2018,control,location4,42.909
pink05,27/09/2018,control,location4,40.76
pink05,27/09/2018,control,location4,11.366
pink05,27/09/2018,control,location4,1.292
pink05,27/09/2018,control,location4,5.749
pink05,27/09/2018,control,location4,7.885
pink05,27/09/2018,control,location4,13.58
pink06,3/10/2018,control,location1,0.518
pink06,3/10/2018,control,location1,0.319
pink06,3/10/2018,control,location1,10.469
pink06,3/10/2018,control,location1,2.164
pink06,3/10/2018,control,location1,10.898
pink06,3/10/2018,control,location1,15.469
pink06,3/10/2018,control,location1,0.353
pink06,3/10/2018,control,location1,18.815
pink06,3/10/2018,control,location1,13.611
pink06,3/10/2018,control,location1,10.417
pink06,3/10/2018,control,location1,4.877
pink06,3/10/2018,control,location1,0.235
pink06,3/10/2018,control,location1,15.977
pink06,3/10/2018,control,location1,2.037
pink06,3/10/2018,pink,location2,7.41
pink06,3/10/2018,pink,location2,2.048
pink06,3/10/2018,pink,location2,9.838
pink06,3/10/2018,pink,location2,38.112
pink06,3/10/2018,pink,location2,34.616
pink06,3/10/2018,control,location3,7.169
pink06,3/10/2018,pink,location4,21.218
pink06,3/10/2018,pink,location4,12.882
pink06,3/10/2018,pink,location4,9.186
pink06,3/10/2018,pink,location4,1.84
pink06,3/10/2018,pink,location4,19.421
pink06,3/10/2018,pink,location4,2.692
pink06,3/10/2018,pink,location4,2.738
pink06,3/10/2018,pink,location4,1.217
pink06,3/10/2018,pink,location4,13.69
pink06,3/10/2018,pink,location4,8.882
pink06,3/10/2018,pink,location4,0.414
pink06,3/10/2018,pink,location4,12.011
pink06,3/10/2018,pink,location4,5.702
pink06,3/10/2018,pink,location4,12.709
pink06,3/10/2018,pink,location4,9.457
pink06,3/10/2018,pink,location4,12.151
pink06,3/10/2018,pink,location4,0.525
pink06,3/10/2018,pink,location4,5.337
pink06,3/10/2018,pink,location4,26.768
pink06,3/10/2018,pink,location4,6.301
pink06,3/10/2018,pink,location4,0.427
pink06,3/10/2018,pink,location4,3.59
pink06,3/10/2018,pink,location4,3.725
pink06,3/10/2018,pink,location4,0.342
pink06,3/10/2018,pink,location4,9.183
pink06,3/10/2018,pink,location4,3.432
